sentence_id,concept_id,lang_code,sentence,pronunciation,level,created_at
3054,26,fo,Tú eigur at sova,null,A,2026-02-19 20:51:11.256541+00
3055,26,fil,Dapat kang matulog,null,A,2026-02-19 20:51:11.256541+00
3056,26,fi,Sinun pitäisi nukkua,null,A,2026-02-19 20:51:11.256541+00
3057,26,fr,Tu devrais dormir,null,A,2026-02-19 20:51:11.256541+00
3058,26,fy,Do moatst sliepe,null,A,2026-02-19 20:51:11.256541+00
3059,26,gl,Deberías durmir,null,A,2026-02-19 20:51:11.256541+00
3060,26,ka,უნდა დაიძინო,unda daidzino,A,2026-02-19 20:51:11.256541+00
3061,26,de,Du solltest schlafen,null,A,2026-02-19 20:51:11.256541+00
3062,26,el,Πρέπει να κοιμηθείς,prépei na koimithís,A,2026-02-19 20:51:11.256541+00
3063,26,gu,તને ઊંઘવી જોઈએ,tane ūṅghvī joīe,A,2026-02-19 20:51:11.256541+00
3064,26,ht,Ou ta dwe dòmi,null,A,2026-02-19 20:51:11.256541+00
3065,26,ha,Yakamata ka yi barci,yakamata ka yi barci,A,2026-02-19 20:51:11.256541+00
3066,26,he,אתה צריך לישון,ata tsarikh lishon,A,2026-02-19 20:51:11.256541+00
3067,26,hi,तुम्हें सोना चाहिए,tumhen sona chahiye,A,2026-02-19 20:51:11.256541+00
3068,26,hu,Aludnod kellene,null,A,2026-02-19 20:51:11.256541+00
3069,26,is,Þú ættir að sofa,null,A,2026-02-19 20:51:11.256541+00
3070,26,ig,I kwesiri ịrahụ ụra,null,A,2026-02-19 20:51:11.256541+00
3071,26,ilo,Nasken nga agturogka,null,A,2026-02-19 20:51:11.256541+00
3072,26,id,Kamu harus tidur,null,A,2026-02-19 20:51:11.256541+00
3073,26,ga,Ba chóir duit codladh,null,A,2026-02-19 20:51:11.256541+00
3074,26,xh,Kufuneka ulale,null,A,2026-02-19 20:51:11.256541+00
3075,26,it,Dovresti dormire,null,A,2026-02-19 20:51:11.256541+00
3076,26,ja,寝たほうがいい,neta hou ga ii,A,2026-02-19 20:51:11.256541+00
3077,26,jv,Kowe kudu turu,null,A,2026-02-19 20:51:11.256541+00
3078,26,kn,ನೀನು ನಿದ್ರೆ ಮಾಡಬೇಕು,nīnu nidre māḍabēku,A,2026-02-19 20:51:11.256541+00
3079,26,kk,Сен ұйықтауың керек,sen uyiqtauyñ kerek,A,2026-02-19 20:51:11.256541+00
3080,26,km,អ្នកគួរតែគេង,anak kuor tae keng,A,2026-02-19 20:51:11.256541+00
3081,26,rw,Ugomba kuryama,null,A,2026-02-19 20:51:11.256541+00
3082,26,rn,Utegerezwa kuryama,null,A,2026-02-19 20:51:11.256541+00
3083,26,ko,자야 해,jaya hae,A,2026-02-19 20:51:11.256541+00
3084,26,ku,Divê tu bixewî,null,A,2026-02-19 20:51:11.256541+00
3085,26,kmr,Divê tu bixewî,null,A,2026-02-19 20:51:11.256541+00
3086,26,lo,ເຈົ້າຄວນນອນ,chao khuan non,A,2026-02-19 20:51:11.256541+00
3087,26,la,Dormire debes,null,A,2026-02-19 20:51:11.256541+00
3088,26,lv,Tev vajadzētu gulēt,null,A,2026-02-19 20:51:11.256541+00
3089,26,lt,Tau reikėtų miegoti,null,A,2026-02-19 20:51:11.256541+00
3090,26,lb,Du solls schlofen,null,A,2026-02-19 20:51:11.256541+00
3091,26,mk,Треба да спиеш,treba da spiesh,A,2026-02-19 20:51:11.256541+00
3092,26,mg,Tsy maintsy matory ianao,null,A,2026-02-19 20:51:11.256541+00
3093,26,ms,Kamu patut tidur,null,A,2026-02-19 20:51:11.256541+00
3094,26,ml,നീ ഉറങ്ങണം,nī uṟaṅṅaṇam,A,2026-02-19 20:51:11.256541+00
3095,26,mt,Għandek torqod,null,A,2026-02-19 20:51:11.256541+00
3096,26,mi,Me moe koe,null,A,2026-02-19 20:51:11.256541+00
3097,26,mn,Чи унтах хэрэгтэй,chi untakh kheregtei,A,2026-02-19 20:51:11.256541+00
3098,26,sr-ME,Treba da spavaš,null,A,2026-02-19 20:51:11.256541+00
3193,27,id,Aku pergi dulu,null,A,2026-02-19 20:51:13.587726+00
3099,26,ne,तिमी सुत्नुपर्छ,timi sutnupर्छ,A,2026-02-19 20:51:11.256541+00
3100,26,nb-NO,Du bør sove,null,A,2026-02-19 20:51:11.256541+00
3101,26,nn-NO,Du bør sove,null,A,2026-02-19 20:51:11.256541+00
3102,26,oc,Deuriás dormir,null,A,2026-02-19 20:51:11.256541+00
3103,26,or,ତୁମେ ଶୋଇବା ଉଚିତ,tume shoibā uchit,A,2026-02-19 20:51:11.256541+00
3104,26,ps,ته باید ویده شې,ta bāyad wīda she,A,2026-02-19 20:51:11.256541+00
3105,26,fa,باید بخوابی,bāyad bekhābi,A,2026-02-19 20:51:11.256541+00
3106,26,pt-BR,Você deveria dormir,null,A,2026-02-19 20:51:11.256541+00
3107,26,pt-PT,Devias dormir,null,A,2026-02-19 20:51:11.256541+00
3108,26,pa,ਤੈਨੂੰ ਸੌਣਾ ਚਾਹੀਦਾ ਹੈ,tainu saunā chāhīdā hai,A,2026-02-19 20:51:11.256541+00
3109,26,ro,Ar trebui să dormi,null,A,2026-02-19 20:51:11.256541+00
3110,26,rm,Ti duessas durmir,null,A,2026-02-19 20:51:11.256541+00
3111,26,ru,Тебе нужно поспать,tebe nuzhno pospat,A,2026-02-19 20:51:11.256541+00
3112,26,sm,E tatau ona e moe,null,A,2026-02-19 20:51:11.256541+00
3113,26,sa,त्वं शयितुम् अर्हसि,tvaṃ śayitum arhosi,A,2026-02-19 20:51:11.256541+00
3114,26,gd,Bu chòir dhut cadal,null,A,2026-02-19 20:51:11.256541+00
3115,26,sr,Treba da spavaš,treba da spavaš,A,2026-02-19 20:51:11.256541+00
3116,26,st,O tshwanetse ho robala,null,A,2026-02-19 20:51:11.256541+00
3117,26,tn,O tshwanetse go robala,null,A,2026-02-19 20:51:11.256541+00
3118,26,sn,Unofanira kurara,null,A,2026-02-19 20:51:11.256541+00
3119,26,scn,Tu duvissi durmiri,null,A,2026-02-19 20:51:11.256541+00
3120,26,sd,توکي سمهڻ گهرجي,tokhe sumhan ghurje,A,2026-02-19 20:51:11.256541+00
3121,26,si,ඔයා නිදා ගන්න ඕන,oyā nidā ganna ōna,A,2026-02-19 20:51:11.256541+00
3122,26,sk,Máš ísť spať,null,A,2026-02-19 20:51:11.256541+00
3123,26,sl,Moral bi spati,null,A,2026-02-19 20:51:11.256541+00
3124,26,so,Waa inaad seexataa,null,A,2026-02-19 20:51:11.256541+00
3125,26,es,Deberías dormir,null,A,2026-02-19 20:51:11.256541+00
3126,26,su,Anjeun kudu sare,null,A,2026-02-19 20:51:11.256541+00
3127,26,sw,Unapaswa kulala,null,A,2026-02-19 20:51:11.256541+00
3128,26,sv,Du borde sova,null,A,2026-02-19 20:51:11.256541+00
3129,26,tg,Ту бояд бихобӣ,tu boyad bikhobi,A,2026-02-19 20:51:11.256541+00
3130,26,ta,நீ தூங்க வேண்டும்,nī tūṅga vēṇṭum,A,2026-02-19 20:51:11.256541+00
3131,26,te,నువ్వు నిద్రపోవాలి,nuvvu nidrapōvāli,A,2026-02-19 20:51:11.256541+00
3132,26,th,คุณควรนอน,khun khuan non,A,2026-02-19 20:51:11.256541+00
3133,26,ti,ክትድቅስ ይግባእካ,k’tidks yigba'eka,A,2026-02-19 20:51:11.256541+00
3134,26,tpi,Yu mas slip,null,A,2026-02-19 20:51:11.256541+00
3135,26,to,ʻOku totonu ke ke moe,null,A,2026-02-19 20:51:11.256541+00
3136,26,tr,Uyumalıydın,null,A,2026-02-19 20:51:11.256541+00
3137,26,uk,Тобі слід поспати,tobi slid pospaty,A,2026-02-19 20:51:11.256541+00
3138,26,ur,تمہیں سونا چاہیے,tumhen sona chahiye,A,2026-02-19 20:51:11.256541+00
3139,26,uz,Sening uxlashing kerak,null,A,2026-02-19 20:51:11.256541+00
3140,26,vec,Te dovarìa dormir,null,A,2026-02-19 20:51:11.256541+00
3141,26,vi,Bạn nên ngủ,null,A,2026-02-19 20:51:11.256541+00
3142,26,cy,Dylech chi gysgu,null,A,2026-02-19 20:51:11.256541+00
3143,26,wo,Danga nga nelaw,null,A,2026-02-19 20:51:11.256541+00
3144,26,yo,O yẹ kí o sùn,null,A,2026-02-19 20:51:11.256541+00
3145,26,zu,Kufanele ulale,null,A,2026-02-19 20:51:11.256541+00
3146,26,zgh,ⵉⵍⵍⴰ ⴰⴷ ⵜⵏⵏⴰⴷ,illa ad tnnad,A,2026-02-19 20:51:11.256541+00
3147,27,af,Ek gaan nou gaan,null,A,2026-02-19 20:51:11.256541+00
3148,27,sq,Do të iki tani,null,A,2026-02-19 20:51:11.256541+00
3149,27,am,እሄዳለሁ,ehēdalhu,A,2026-02-19 20:51:11.256541+00
3150,27,ar-EG,أنا همشي,ana hamshi,A,2026-02-19 20:51:11.256541+00
3151,27,ar-AE,أنا سأذهب,ana sa'adhhab,A,2026-02-19 20:51:11.256541+00
3152,27,ar-IQ,اني راح اروح,ani raḥ arūḥ,A,2026-02-19 20:51:11.256541+00
3153,27,ar-LB,أنا رح روح,ana raḥ rūḥ,A,2026-02-19 20:51:11.256541+00
3154,27,ar-MA,أنا غادي نمشي,ana ghadi nmshi,A,2026-02-19 20:51:11.256541+00
3155,27,ar,سأذهب,sa'adhhab,A,2026-02-19 20:51:11.256541+00
3156,27,hy,Ես գնում եմ,yes gnum em,A,2026-02-19 20:51:11.256541+00
3157,27,ast,Voime,null,A,2026-02-19 20:51:11.256541+00
3158,27,eu,Joango naiz,null,A,2026-02-19 20:51:11.256541+00
3159,27,be,Я пайду,ya paydu,A,2026-02-19 20:51:11.256541+00
3160,27,bn,আমি যাচ্ছি,ami jacchi,A,2026-02-19 20:51:11.256541+00
3161,27,bs,Idem,null,A,2026-02-19 20:51:11.256541+00
3162,27,br,Me 'zo mont,null,A,2026-02-19 20:51:11.256541+00
3163,27,bg,Отивам,otivam,A,2026-02-19 20:51:11.256541+00
3164,27,my,ငါ သွားတော့မယ်,nga thwa daw mal,A,2026-02-19 20:51:11.256541+00
3165,27,ca,Me’n vaig,null,A,2026-02-19 20:51:11.256541+00
3166,27,ceb,Molarga na ko,null,A,2026-02-19 20:51:11.256541+00
3167,27,co,Vogliu andà,null,A,2026-02-19 20:51:11.256541+00
3168,27,hr,Idem,null,A,2026-02-19 20:51:11.256541+00
3169,27,cs,Jdu,null,A,2026-02-19 20:51:11.256541+00
3170,27,da,Jeg går,null,A,2026-02-19 20:51:11.256541+00
3171,27,nl,Ik ga,null,A,2026-02-19 20:51:11.256541+00
3172,27,en,I'm going to go,null,A,2026-02-19 20:51:11.256541+00
3173,27,eo,Mi iros,null,A,2026-02-19 20:51:13.587726+00
3174,27,et,Ma lähen,null,A,2026-02-19 20:51:13.587726+00
3175,27,fo,Eg fari nú,null,A,2026-02-19 20:51:13.587726+00
3176,27,fil,Aalis na ako,null,A,2026-02-19 20:51:13.587726+00
3177,27,fi,Minä lähden,null,A,2026-02-19 20:51:13.587726+00
3178,27,fr,Je vais y aller,null,A,2026-02-19 20:51:13.587726+00
3179,27,fy,Ik gean,null,A,2026-02-19 20:51:13.587726+00
3180,27,gl,Vou ir,null,A,2026-02-19 20:51:13.587726+00
3181,27,ka,მე წავალ,me tsaval,A,2026-02-19 20:51:13.587726+00
3182,27,de,Ich gehe,null,A,2026-02-19 20:51:13.587726+00
3183,27,el,Θα φύγω,tha fýgo,A,2026-02-19 20:51:13.587726+00
3184,27,gu,હું જઈ રહ્યો છું,hun jai rahyo chhu,A,2026-02-19 20:51:13.587726+00
3185,27,ht,M pral ale,null,A,2026-02-19 20:51:13.587726+00
3186,27,ha,Zan tafi,zan tafi,A,2026-02-19 20:51:13.587726+00
3187,27,he,אני הולך,ani holekh,A,2026-02-19 20:51:13.587726+00
3188,27,hi,मैं जा रहा हूँ,main ja raha hoon,A,2026-02-19 20:51:13.587726+00
3189,27,hu,Most megyek,null,A,2026-02-19 20:51:13.587726+00
3190,27,is,Ég fer,null,A,2026-02-19 20:51:13.587726+00
3191,27,ig,Aga m apụ,null,A,2026-02-19 20:51:13.587726+00
3197,27,ja,行くね,iku ne,A,2026-02-19 20:51:13.587726+00
3198,27,jv,Aku arep lunga,null,A,2026-02-19 20:51:13.587726+00
3199,27,kn,ನಾನು ಹೋಗುತ್ತೇನೆ,nānu hōguttēne,A,2026-02-19 20:51:13.587726+00
3200,27,kk,Мен кетемін,men ketemin,A,2026-02-19 20:51:13.587726+00
3201,27,km,ខ្ញុំនឹងទៅ,khnom nɨng tov,A,2026-02-19 20:51:13.587726+00
3202,27,rw,Ngiye kugenda,null,A,2026-02-19 20:51:13.587726+00
3203,27,rn,Ngiye kugenda,null,A,2026-02-19 20:51:13.587726+00
3204,27,ko,나 갈게,na galge,A,2026-02-19 20:51:13.587726+00
3205,27,ku,Ez dê biçim,null,A,2026-02-19 20:51:13.587726+00
3206,27,kmr,Ez dê biçim,null,A,2026-02-19 20:51:13.587726+00
3207,27,lo,ຂ້ອຍຈະໄປ,khoy cha pai,A,2026-02-19 20:51:13.587726+00
3208,27,la,Eo,null,A,2026-02-19 20:51:13.587726+00
3209,27,lv,Es iešu,null,A,2026-02-19 20:51:13.587726+00
3210,27,lt,Aš eisiu,null,A,2026-02-19 20:51:13.587726+00
3211,27,lb,Ech ginn,null,A,2026-02-19 20:51:13.587726+00
3212,27,mk,Ќе одам,kje odam,A,2026-02-19 20:51:13.587726+00
3213,27,mg,Handeha aho,null,A,2026-02-19 20:51:13.587726+00
3214,27,ms,Saya akan pergi,null,A,2026-02-19 20:51:13.587726+00
3215,27,ml,ഞാൻ പോകുന്നു,ñān pōkunnu,A,2026-02-19 20:51:13.587726+00
3216,27,mt,Se mmur,null,A,2026-02-19 20:51:13.587726+00
3217,27,mi,Ka haere au,null,A,2026-02-19 20:51:13.587726+00
3218,27,mn,Би явъя,bi yavya,A,2026-02-19 20:51:13.587726+00
3219,27,sr-ME,Idem,null,A,2026-02-19 20:51:13.587726+00
3220,27,ne,म जान्छु,ma jānchhu,A,2026-02-19 20:51:13.587726+00
3221,27,nb-NO,Jeg går,null,A,2026-02-19 20:51:13.587726+00
3222,27,nn-NO,Eg går,null,A,2026-02-19 20:51:13.587726+00
3223,27,oc,Me'n vau,null,A,2026-02-19 20:51:13.587726+00
3224,27,or,ମୁଁ ଯିବି,mu yibi,A,2026-02-19 20:51:13.587726+00
3225,27,ps,زه ځم,za dzam,A,2026-02-19 20:51:13.587726+00
3226,27,fa,من میرم,man miram,A,2026-02-19 20:51:13.587726+00
3227,27,pt-BR,Eu vou indo,null,A,2026-02-19 20:51:13.587726+00
3228,27,pt-PT,Vou-me embora,null,A,2026-02-19 20:51:13.587726+00
3229,27,pa,ਮੈਂ ਜਾ ਰਿਹਾ ਹਾਂ,main ja reha han,A,2026-02-19 20:51:13.587726+00
3230,27,ro,Eu plec,null,A,2026-02-19 20:51:13.587726+00
3231,27,rm,Eu vom,null,A,2026-02-19 20:51:13.587726+00
3232,27,ru,Я пойду,ya poydu,A,2026-02-19 20:51:13.587726+00
3233,27,sm,O le a ou alu,null,A,2026-02-19 20:51:13.587726+00
3234,27,sa,अहं गच्छामि,ahaṃ gacchāmi,A,2026-02-19 20:51:13.587726+00
3235,27,gd,Tha mi a’ falbh,null,A,2026-02-19 20:51:13.587726+00
3236,27,sr,Idem,idem,A,2026-02-19 20:51:13.587726+00
3237,27,st,Ke a tsamaya,null,A,2026-02-19 20:51:13.587726+00
3238,27,tn,Ke a tsamaya,null,A,2026-02-19 20:51:13.587726+00
3239,27,sn,Ndiri kuenda,null,A,2026-02-19 20:51:13.587726+00
3240,27,scn,Vaju,null,A,2026-02-19 20:51:13.587726+00
3241,27,sd,مان وڃڻ وارو آهيان,maan wanjan wāro āhiyān,A,2026-02-19 20:51:13.587726+00
3242,27,si,මම යන්න යනවා,mama yanna yanavā,A,2026-02-19 20:51:13.587726+00
3243,27,sk,Idem,null,A,2026-02-19 20:51:13.587726+00
3244,27,sl,Grem,null,A,2026-02-19 20:51:13.587726+00
3245,27,so,Waan tegayaa,null,A,2026-02-19 20:51:13.587726+00
3246,27,es,Me voy,null,A,2026-02-19 20:51:13.587726+00
3247,27,su,Kuring rék indit,null,A,2026-02-19 20:51:13.587726+00
3248,27,sw,Ninaenda,null,A,2026-02-19 20:51:13.587726+00
3249,27,sv,Jag går,null,A,2026-02-19 20:51:13.587726+00
3250,27,tg,Ман меравам,man meravam,A,2026-02-19 20:51:13.587726+00
3251,27,ta,நான் போகிறேன்,nān pōkiṟēn,A,2026-02-19 20:51:13.587726+00
3252,27,te,నేను వెళ్తున్నాను,nēnu veḷtunnānu,A,2026-02-19 20:51:13.587726+00
3253,27,th,ฉันจะไป,chǎn cha pai,A,2026-02-19 20:51:13.587726+00
3254,27,ti,ክኸይድ እየ,k’kheid iye,A,2026-02-19 20:51:13.587726+00
3255,27,tpi,Mi bai go,null,A,2026-02-19 20:51:13.587726+00
3256,27,to,Te u ʻalu,null,A,2026-02-19 20:51:13.587726+00
3257,27,tr,Gidiyorum,null,A,2026-02-19 20:51:13.587726+00
3258,27,uk,Я піду,ya pidu,A,2026-02-19 20:51:13.587726+00
3259,27,ur,میں جا رہا ہوں,main ja raha hoon,A,2026-02-19 20:51:13.587726+00
3260,27,uz,Men ketaman,null,A,2026-02-19 20:51:13.587726+00
3261,27,vec,Mi vado,null,A,2026-02-19 20:51:13.587726+00
3262,27,vi,Tôi đi đây,null,A,2026-02-19 20:51:13.587726+00
3263,27,cy,Dw i'n mynd,null,A,2026-02-19 20:51:13.587726+00
3264,27,wo,Maa ngi dem,null,A,2026-02-19 20:51:13.587726+00
3265,27,yo,Mo máa lọ,null,A,2026-02-19 20:51:13.587726+00
3266,27,zu,Ngiyahamba,null,A,2026-02-19 20:51:13.587726+00
3267,27,zgh,ⴰⴷ ⵔⵓⵖ,ad ruɣ,A,2026-02-19 20:51:13.587726+00
3268,28,af,Ek het vir hulle gesê om vir my nog 'n kaartjie te stuur,null,B,2026-02-19 20:51:13.587726+00
3269,28,sq,U thashë të më dërgonin një biletë tjetër,null,B,2026-02-19 20:51:13.587726+00
3270,28,am,ሌላ ትኬት እንዲልኩልኝ ነግሬአቸዋለሁ,lela tiket indilkulin negreachewalehu,B,2026-02-19 20:51:13.587726+00
3271,28,ar-EG,قلت لهم يبعتولي تذكرة تانية,olt lahom yebʿatولي tazkara tanya,B,2026-02-19 20:51:13.587726+00
3272,28,ar-AE,قلت لهم أن يرسلوا لي تذكرة أخرى,qult lahum an yursilū lī tadhkira ukhrā,B,2026-02-19 20:51:13.587726+00
3273,28,ar-IQ,كلتلهم يرسلون لي تذكرة ثانية,giltlhom yirsilūn li tadhkira thānya,B,2026-02-19 20:51:13.587726+00
3274,28,ar-LB,قلتلن يبعتولي تذكرة تانية,oltellon yebʿatولي tazkara tanye,B,2026-02-19 20:51:13.587726+00
3275,28,ar-MA,قلت ليهم يصيفطو ليا تيكي أخرى,qlt lihom yṣifṭu lia tiki okhra,B,2026-02-19 20:51:13.587726+00
3276,28,ar,قلت لهم أن يرسلوا لي تذكرة أخرى,qult lahum an yursilū lī tadhkira ukhrā,B,2026-02-19 20:51:13.587726+00
3277,28,hy,"Ես նրանց ասացի, որ ինձ ուրիշ տոմս ուղարկեն",yes nran asatsi vor indz urish toms ugharken,B,2026-02-19 20:51:13.587726+00
3278,28,ast,Díxiles que me mandaren otra entrada,null,B,2026-02-19 20:51:13.587726+00
3279,28,eu,Esan nien beste txartel bat bidaltzeko,null,B,2026-02-19 20:51:13.587726+00
3280,28,be,Я сказаў ім даслаць мне яшчэ адзін білет,ya skazau im daslats mne yashche adzin bilet,B,2026-02-19 20:51:13.587726+00
3281,28,bn,আমি তাদের বলেছি আমাকে আরেকটা টিকিট পাঠাতে,ami tader bolechi amake arekta tiket pathate,B,2026-02-19 20:51:13.587726+00
3282,28,bs,Rekao sam im da mi pošalju još jednu kartu,null,B,2026-02-19 20:51:13.587726+00
3283,28,br,Lavarout a ran din kas din ur bilhed all,null,B,2026-02-19 20:51:13.587726+00
3284,28,bg,Казах им да ми изпратят още един билет,kazah im da mi izpratyat oshte edin bilet,B,2026-02-19 20:51:13.587726+00
3285,28,my,နောက်တစ်စောင် လက်မှတ်ပို့ပေးဖို့ သူတို့ကို ပြောထားတယ်,nauk ta saung let-hmat po pay pho thu-do ko pyaw htar tal,B,2026-02-19 20:51:13.587726+00
3286,28,ca,Els vaig dir que m’enviessin un altre bitllet,null,B,2026-02-19 20:51:13.587726+00
3287,28,ceb,Giingnan nako sila nga padad-an ko og laing tiket,null,B,2026-02-19 20:51:13.587726+00
3288,28,co,L’aghju dettu di mandammi un altru bigliettu,null,B,2026-02-19 20:51:13.587726+00
3289,28,hr,Rekao sam im da mi pošalju još jednu kartu,null,B,2026-02-19 20:51:13.587726+00
3290,28,cs,"Řekl jsem jim, aby mi poslali další lístek",null,B,2026-02-19 20:51:13.587726+00
3291,28,da,"Jeg sagde til dem, at de skulle sende mig en anden billet",null,B,2026-02-19 20:51:13.587726+00
3292,28,nl,Ik heb ze gezegd dat ze me nog een ticket moesten sturen,null,B,2026-02-19 20:51:13.587726+00
3293,28,en,I told them to send me another ticket,null,B,2026-02-19 20:51:13.587726+00
3294,28,eo,Mi diris al ili sendi al mi alian bileton,null,B,2026-02-19 20:51:13.587726+00
3295,28,et,"Ma ütlesin neile, et nad saadaksid mulle teise pileti",null,B,2026-02-19 20:51:13.587726+00
3296,28,fo,Eg segði teimum at senda mær ein annan atgongumerki,null,B,2026-02-19 20:51:13.587726+00
3297,28,fil,Sinabi ko sa kanila na magpadala sa akin ng isa pang tiket,null,B,2026-02-19 20:51:13.587726+00
3298,28,fi,"Sanoin heille, että he lähettäisivät minulle toisen lipun",null,B,2026-02-19 20:51:13.587726+00
3299,28,fr,Je leur ai dit de m’envoyer un autre billet,null,B,2026-02-19 20:51:13.587726+00
3300,28,fy,Ik haw harren sein dat se my noch in oar kaartsje stjoere moasten,null,B,2026-02-19 20:51:13.587726+00
